s_6_1_3;1,0
s_9_1_3;1,0
s_14_1_3;1,0
s_17_1_3;1,0
s_18_1_3;1,0
s_24_1_3;1,0
s_33_1_3;1,0
s_35_1_3;1,0
s_48_1_3;1,0
s_57_1_3;1,0
s_61_1_3;1,0
s_67_1_3;1,0
s_80_1_3;1,0
s_82_1_3;1,0
s_95_1_3;1,0
s_113_1_3;1,0
s_115_1_3;1,0
s_127_1_3;1,0
s_129_1_3;1,0
s_149_1_3;1,0
s_153_1_3;1,0
s_161_1_3;1,0
s_164_1_3;1,0
s_167_1_3;1,0
s_171_1_3;1,0
s_176_1_3;1,0
s_180_1_3;1,0
s_187_1_3;1,0
s_192_1_3;1,0
s_197_1_3;1,0
s_212_1_3;1,0
s_213_1_3;1,0
s_216_1_3;1,0
s_227_1_3;1,0
s_231_1_3;1,0
s_233_1_3;1,0
s_235_1_3;1,0
s_251_1_3;1,0
s_262_1_3;1,0
s_265_1_3;1,0
s_269_1_3;1,0
s_272_1_3;1,0
s_276_1_3;1,0
s_286_1_3;1,0
a_120_63_3;0,9999999999999994
n_120_63_3;0,9999999999999994
c_1_1_64;73,0
s_7_64_3;1,0
s_8_64_3;1,0
s_23_64_3;1,0
s_29_64_3;1,0
s_34_64_3;1,0
s_42_64_3;1,0
s_43_64_3;1,0
s_52_64_3;1,0
s_58_64_3;1,0
s_63_64_3;1,0
s_72_64_3;1,0
s_89_64_3;1,0
s_90_64_3;1,0
s_103_64_3;1,0
s_105_64_3;1,0
s_106_64_3;1,0
s_108_64_3;1,0
s_114_64_3;1,0
s_116_64_3;1,0
s_122_64_3;1,0
a_125_64_3;1,0
n_125_64_3;1,0
a_126_64_3;1,0
n_126_64_3;1,0
s_130_64_3;1,0
s_133_64_3;1,0
s_134_64_3;1,0
s_136_64_3;1,0
s_148_64_3;1,0
s_184_64_3;1,0
s_214_64_3;1,0
s_217_64_3;1,0
s_221_64_3;1,0
a_238_64_3;0,9999999999999996
n_238_64_3;0,9999999999999996
s_249_64_3;1,0
s_253_64_3;1,0
s_255_64_3;1,0
s_263_64_3;1,0
s_268_64_3;1,0
s_274_64_3;1,0
s_278_64_3;1,0
s_281_64_3;1,0
s_31_65_3;1,0
a_60_65_3;0,14922255051183336
n_60_65_3;0,14922255051183297
s_111_65_3;1,0
s_191_65_3;1,0
s_208_65_3;1,0
s_209_65_3;1,0
a_284_65_3;0,2801031625232539
n_284_65_3;0,2801031625232536
f_8_66;72,49999999999996
x_8_1_66;72,49999999999996
c_8_1_66;4,0
s_21_66_3;1,0
s_74_66_3;1,0
s_77_66_3;1,0
v_120_66_3;0,9999999999999994
s_120_66_3;1,0
s_155_66_3;1,0
s_159_66_3;1,0
s_175_66_3;1,0
s_183_66_3;1,0
s_196_66_3;1,0
f_6_67;128,74999999999997
x_6_1_67;128,74999999999997
c_6_1_67;7,0
c_7_1_67;9,0
f_8_67;46,25
wC_8_67;2,7755575615628914e-17
x_8_1_67;46,25
c_8_1_67;3,0
z_8_1_67_1;1,0
y_8_1_67_1;15,424999999999974
z_8_1_67_12;1,0
y_8_1_67_12;12,5
z_8_1_67_14;1,0
y_8_1_67_14;25,0
s_20_67_3;1,0
s_27_67_3;1,0
s_99_67_3;1,0
v_125_67_3;1,0
s_125_67_3;1,0
v_126_67_3;1,0
s_126_67_3;1,0
a_178_67_3;0,20921924607873021
n_178_67_3;0,20921924607873021
s_186_67_3;1,0
v_238_67_3;0,9999999999999996
s_238_67_3;1,0
s_256_67_3;1,0
s_270_67_3;1,0
a_275_67_3;0,13430029546065012
n_275_67_3;0,1343002954606501
f_6_68;33,61237950279047
x_6_1_68;33,61237950279047
c_6_1_68;2,0
z_6_1_68_5;1,0
y_6_1_68_5;25,0
z_6_1_68_11;1,0
y_6_1_68_11;18,987499999999983
z_6_1_68_13;1,0
y_6_1_68_13;25,0
z_6_1_68_51;1,0
y_6_1_68_51;25,0
f_7_68;25,36783358701167
x_7_1_68;25,36783358701167
c_7_1_68;2,0
z_8_1_68_9;1,0
y_8_1_68_9;21,262499999999996
z_8_1_68_10;1,0
y_8_1_68_10;12,5
s_47_68_3;1,0
s_54_68_3;1,0
s_56_68_3;1,0
v_60_68_3;0,14922255051183336
s_60_68_3;1,0
s_66_68_3;1,0
s_173_68_3;1,0
v_284_68_3;0,2801031625232539
s_284_68_3;1,0
z_6_1_69_4;1,0
y_6_1_69_4;24,53703703703704
z_7_1_69_3;1,0
y_7_1_69_3;18,51851851851852
s_44_69_3;1,0
s_104_69_3;1,0
s_154_69_3;1,0
c_1_1_70;87,0
f_3_70;25,36783358704604
x_3_1_70;25,36783358704604
c_3_1_70;2,0
f_6_70;17,12328767123289
x_6_1_70;17,12328767123289
c_6_1_70;2,0
s_30_70_3;1,0
s_165_70_3;1,0
v_178_70_3;0,20921924607873021
s_178_70_3;1,0
s_224_70_3;1,0
s_242_70_3;1,0
s_250_70_3;1,0
a_260_70_3;0,1861859345835719
n_260_70_3;0,18618593458357147
v_275_70_3;0,13430029546065012
s_275_70_3;1,0
z_3_1_71_33;1,0
y_3_1_71_33;18,51851851854361
z_6_1_71_8;1,0
y_6_1_71_8;12,50000000000001
a_91_71_3;0,898270828654971
n_91_71_3;0,898270828654971
s_152_72_3;1,0
f_5_73;25,367833587011674
x_5_1_73;25,367833587011674
c_5_1_73;2,0
s_188_73_3;1,0
s_194_73_3;1,0
s_200_73_3;1,0
s_206_73_3;1,0
s_237_73_3;1,0
s_258_73_3;1,0
v_260_73_3;0,1861859345835719
s_260_73_3;1,0
s_283_73_3;1,0
f_1_74;136,98630136988308
x_1_1_74;136,98630136988308
c_1_1_74;7,0
z_5_1_74_49;1,0
y_5_1_74_49;18,518518518518523
v_91_74_3;0,898270828654971
s_91_74_3;1,0
s_109_74_3;1,0
s_140_74_3;1,0
a_257_74_3;0,9366584709051841
n_257_74_3;0,9366584709051841
z_1_1_75_17;1,0
y_1_1_75_17;25,0
z_1_1_75_19;1,0
y_1_1_75_19;25,0
z_1_1_75_47;1,0
y_1_1_75_47;25,0
z_1_1_75_48;1,0
y_1_1_75_48;25,0
beta_8_1_75_8_1;15,424999999999997
beta_8_1_75_8_12;12,5
beta_8_1_75_8_14;25,0
a_87_75_3;0,1956947162428315
n_87_75_3;0,1956947162428315
a_100_75_3;0,9447331128956069
n_100_75_3;0,9447331128956069
I_6_1_76_5;25,0
beta_6_1_76_6_11;18,987499999999983
I_6_1_76_13;25,0
I_6_1_76_51;25,0
beta_8_1_76_8_9;21,262499999999996
I_8_1_76_10;12,5
a_39_76_3;0,6371455877668047
n_39_76_3;0,6371455877668047
s_55_76_3;1,0
s_76_76_3;1,0
a_177_76_3;0,6149777839275556
n_177_76_3;0,6149777839275556
c_1_1_77;5,0
f_6_77;136,98630136988317
x_6_1_77;136,98630136988317
c_6_1_77;7,0
I_6_1_77_4;24,53703703703704
I_6_1_77_5;25,0
I_6_1_77_13;25,0
I_6_1_77_51;25,0
I_7_1_77_3;18,518518518518498
wE_7_1_77_3;2,1316282072803006e-14
I_8_1_77_10;12,5
a_19_77_3;0,16634644975089619
n_19_77_3;0,16634644975089619
v_257_77_3;0,9366584709051841
s_257_77_3;1,0
f_1_78;102,73972602739727
x_1_1_78;102,73972602739727
c_1_1_78;9,0
I_6_1_78_4;24,53703703703704
I_6_1_78_5;25,0
z_6_1_78_6;1,0
y_6_1_78_6;25,0
I_6_1_78_13;25,0
z_6_1_78_42;1,0
y_6_1_78_42;25,0
z_6_1_78_43;1,0
y_6_1_78_43;25,0
z_6_1_78_44;1,0
y_6_1_78_44;25,0
I_6_1_78_51;25,0
I_7_1_78_3;18,518518518518523
f_8_78;34,24657534246575
wC_8_78;1,0261236305098009e-13
x_8_1_78;34,24657534246575
c_8_1_78;2,0
I_8_1_78_10;12,5
v_87_78_3;0,1956947162428315
s_87_78_3;1,0
v_100_78_3;0,9447331128956069
s_100_78_3;1,0
s_145_78_3;1,0
a_150_78_3;0,1999800019998
n_150_78_3;0,1999800019998
s_201_78_3;1,0
s_203_78_3;1,0
a_243_78_3;1,0
n_243_78_3;1,0
a_266_78_3;0,0280725448581902
n_266_78_3;0,0280725448581902
s_273_78_3;1,0
a_288_78_3;0,49813200498132004
n_288_78_3;0,49813200498132004
z_1_1_79_7;1,0
y_1_1_79_7;25,0
z_1_1_79_12;1,0
y_1_1_79_12;25,0
z_1_1_79_41;1,0
y_1_1_79_41;25,0
f_3_79;25,36783358701167
