a_238_59;1,0
a_22_60;1,0
a_115_60;1,0
a_120_60;1,0
a_126_60;1,0
a_175_60;1,0
a_284_60;1,0
a_90_61;1,0
a_125_61;1,0
a_136_61;1,0
a_187_61;1,0
a_20_62;1,0
a_60_62;1,0
a_154_62;1,0
a_21_63;1,0
a_104_63;1,0
a_231_63;1,0
a_266_63;1,0
a_275_63;1,0
f_3_64;172,5
x_3_1_64;119,86301369863008
c_3_1_64;6,0
x_3_2_64;52,636986301369916
c_3_2_64;3,0
f_6_64;128,75
wC_6_64;2,7755575615628914e-17
x_6_1_64;51,369863013737465
c_6_1_64;3,0
x_6_2_64;77,38013698626253
c_6_2_64;4,0
f_8_64;68,4931506849311
wC_8_64;0,013816721776099689
x_8_1_64;34,24657534246575
c_8_1_64;2,0
x_8_2_64;34,24657534246535
c_8_2_64;2,0
a_87_64;1,0
a_91_64;1,0
v_120_64;1,0
v_126_64;1,0
v_175_64;1,0
v_238_64;1,0
f_3_65;143,75
x_3_1_65;119,86301369863014
c_3_1_65;6,0
z_3_1_65_8;1,0
y_3_1_65_8;12,5
z_3_1_65_20;1,0
y_3_1_65_20;25,0
z_3_1_65_29;1,0
y_3_1_65_29;25,0
z_3_1_65_45;1,0
y_3_1_65_45;24,999999999999957
x_3_2_65;23,886986301369873
c_3_2_65;2,0
z_3_2_65_5;1,0
y_3_2_65_5;13,42500000000004
z_3_2_65_6;1,0
y_3_2_65_6;25,0
f_5_65;60,0
wC_5_65;0,27586206896551724
x_5_1_65;60,0
c_5_1_65;3,0
f_6_65;119,86301369863013
wC_6_65;0,0004723665564478341
z_6_1_65_7;1,0
y_6_1_65_7;25,0
z_6_1_65_33;1,0
y_6_1_65_33;12,5
x_6_2_65;119,86301369863013
c_6_2_65;6,0
z_6_2_65_11;1,0
y_6_2_65_11;12,5
z_6_2_65_12;1,0
y_6_2_65_12;25,0
z_6_2_65_33;1,0
y_6_2_65_33;18,987499999971647
z_8_1_65_14;1,0
y_8_1_65_14;25,0
z_8_2_65_27;1,0
y_8_2_65_27;25,0
v_22_65;1,0
a_100_65;1,0
v_115_65;1,0
v_284_65;1,0
f_2_66;34,24657534246575
wC_2_66;0,002598016060462921
x_2_1_66;34,24657534246575
c_2_1_66;2,0
z_3_1_66_15;1,0
y_3_1_66_15;25,0
z_3_1_66_16;1,0
y_3_1_66_16;12,5
z_3_1_66_19;1,0
y_3_1_66_19;25,0
z_3_1_66_21;1,0
y_3_1_66_21;25,0
z_3_2_66_4;1,0
y_3_2_66_4;17,437500000000007
f_4_66;167,5
x_4_1_66;102,73972602739727
c_4_1_66;6,0
x_4_2_66;64,76027397260275
c_4_2_66;4,0
z_5_1_66_36;1,0
y_5_1_66_36;25,0
z_5_1_66_47;1,0
y_5_1_66_47;18,799999999999997
f_6_66;233,75
x_6_1_66;34,24657534246512
c_6_1_66;2,0
x_6_2_66;199,50342465753488
c_6_2_66;10,0
z_6_2_66_2;1,0
y_6_2_66_2;25,0
z_6_2_66_3;1,0
y_6_2_66_3;24,99999999999981
z_6_2_66_7;1,0
y_6_2_66_7;12,5
z_6_2_66_13;1,0
y_6_2_66_13;25,0
wC_8_66;0,15948275862068967
v_90_66;1,0
v_125_66;1,0
v_136_66;1,0
v_187_66;1,0
v_275_66;1,0
f_2_67;162,5
x_2_1_67;59,76027397260276
c_2_1_67;3,0
z_2_1_67_9;1,0
y_2_1_67_9;25,0
x_2_2_67;102,73972602739724
c_2_2_67;6,0
z_4_1_67_10;1,0
y_4_1_67_10;25,0
z_4_1_67_22;1,0
y_4_1_67_22;25,0
z_4_1_67_30;1,0
y_4_1_67_30;25,0
z_4_2_67_37;1,0
y_4_2_67_37;22,274999999999956
z_4_2_67_42;1,0
y_4_2_67_42;25,0
f_6_67;100,00000000000001
x_6_1_67;80,00000000000001
c_6_1_67;4,0
z_6_1_67_23;1,0
y_6_1_67_23;24,999999999999876
x_6_2_67;20,0
c_6_2_67;1,0
z_6_2_67_1;1,0
y_6_2_67_1;25,0
z_6_2_67_8;1,0
y_6_2_67_8;25,0
z_6_2_67_9;1,0
y_6_2_67_9;20,63750000000008
z_6_2_67_10;1,0
y_6_2_67_10;25,0
z_6_2_67_38;1,0
y_6_2_67_38;25,0
z_6_2_67_43;1,0
y_6_2_67_43;25,0
f_7_67;170,0
x_7_1_67;101,5068493150685
c_7_1_67;6,0
x_7_2_67;68,4931506849315
c_7_2_67;4,0
f_8_67;197,49999999999994
wC_8_67;2,7755575615628914e-16
x_8_1_67;158,25342465727599
c_8_1_67;8,0
x_8_2_67;39,24657534272394
c_8_2_67;2,0
v_20_67;1,0
a_34_67;1,0
a_55_67;1,0
v_60_67;1,0
v_104_67;1,0
v_154_67;1,0
v_231_67;1,0
a_257_67;1,0
f_1_68;330,0000000000002
x_1_1_68;310,0000000000007
c_1_1_68;16,0
x_1_2_68;19,999999999999545
c_1_2_68;1,0
z_2_1_68_41;1,0
y_2_1_68_41;25,0
z_2_1_68_46;1,0
y_2_1_68_46;18,625000000000014
z_2_2_68_14;1,0
y_2_2_68_14;25,0
z_2_2_68_21;1,0
y_2_2_68_21;25,0
z_2_2_68_26;1,0
y_2_2_68_26;24,999999999999986
z_6_1_68_3;1,0
y_6_1_68_3;25,0
z_6_1_68_5;1,0
y_6_1_68_5;20,900000000000045
z_6_1_68_6;1,0
y_6_1_68_6;12,5
z_6_2_68_15;1,0
y_6_2_68_15;14,6
z_7_1_68_13;1,0
y_7_1_68_13;24,100000000000016
z_7_1_68_24;1,0
y_7_1_68_24;25,0
z_7_1_68_44;1,0
y_7_1_68_44;25,0
z_7_2_68_23;1,0
y_7_2_68_23;25,0
z_7_2_68_31;1,0
y_7_2_68_31;25,0
f_8_68;125,6221461189439
wC_8_68;0,058199496141572715
x_8_1_68;57,128995434012396
c_8_1_68;3,0
z_8_1_68_17;1,0
y_8_1_68_17;25,0
z_8_1_68_25;1,0
y_8_1_68_25;25,0
z_8_1_68_27;1,0
y_8_1_68_27;24,0167508415636
z_8_1_68_31;1,0
y_8_1_68_31;16,50824915824787
z_8_1_68_52;1,0
y_8_1_68_52;25,0
x_8_2_68;68,4931506849315
c_8_2_68;4,0
z_8_2_68_18;1,0
y_8_2_68_18;16,150000000188477
z_8_2_68_36;1,0
y_8_2_68_36;12,5
a_3_68;1,0
v_21_68;1,0
v_91_68;1,0
v_266_68;1,0
z_1_1_69_4;1,0
y_1_1_69_4;12,520833333315492
z_1_1_69_12;1,0
y_1_1_69_12;25,0
z_1_1_69_18;1,0
y_1_1_69_18;13,7999999999291
z_1_1_69_26;1,0
y_1_1_69_26;12,5
z_1_1_69_32;1,0
y_1_1_69_32;25,0
z_1_1_69_34;1,0
y_1_1_69_34;25,0
z_1_1_69_37;1,0
y_1_1_69_37;12,5
z_1_1_69_38;1,0
y_1_1_69_38;24,979166666755862
z_1_1_69_39;1,0
y_1_1_69_39;25,0
z_1_1_69_40;1,0
y_1_1_69_40;12,5
z_1_1_69_49;1,0
y_1_1_69_49;12,5
z_1_1_69_50;1,0
y_1_1_69_50;25,0
z_1_2_69_35;1,0
y_1_2_69_35;14,6
f_8_69;174,99999999999972
wC_8_69;9,992007221626409e-16
x_8_1_69;54,246575342465796
